vineyard_id,name,owner,appelation,country,region
13365,Château de Javernand,Roger Voss,Indigène,France,Chiroubles
13366,Firesteed,Paul Gregutt,Citation,US,Oregon
13367,Ego Bodegas,Michael Schachner,Gorú,Spain,Jumilla
13368,Finca Sophenia,Michael Schachner,Altosur,Argentina,Tupungato
13369,Casa Catelli,Kerin O’Keefe,Organic,Italy,Montepulciano d'Abru
13370,Les Vins Skalli,Roger Voss,Robert Skalli South of France,France,Vin de Pays de l'Ile
13371,Y Rousseau,Jim Gordon,Alder Springs Vineyard,US,Mendocino County
13372,Henriet-Bazin,Roger Voss,Grand Cru Brut Rosé,France,Champagne
13373,Collet,Roger Voss,Brut Art Deco,France,Champagne
13374,Fratelli Bortolin,Kerin O’Keefe,Extra Dry,Italy,Valdobbiadene Prosec
13375,Noble Estate,Paul Gregutt,Semi-Sparkling,US,Willamette Valley
13376,Lallier,Roger Voss,Blanc de Blancs Brut,France,Champagne
13377,Louis Roederer,Roger Voss,Carte Blanche Demi-Sec,France,Champagne
13378,Soutiran,Roger Voss,Signature Brut Grand Cru,France,Champagne
13379,Terre di San Venanzio Fortunato,Kerin O’Keefe,Millesimato,Italy,Valdobbiadene Prosec
13380,Jeeper,Roger Voss,Brut Grand Réserve,France,Champagne
13381,Lamadrid,Michael Schachner,Single Vineyard,Argentina,Agrelo
13382,Madrigal,Virginie Boone,Estate Reserve,US,Calistoga
13383,Marchiori,Kerin O’Keefe,Fondamentale Rive Alte,Italy,Colli Trevigiani
13384,Marsuret,Kerin O’Keefe,Dry,Italy,Valdobbiadene Superi
13385,Montesel,Kerin O’Keefe,Riva dei Fiori Brut,Italy,Valdobbiadene Prosec
13386,Santa Barbara Winery,Matt Kettmann,Reserve,US,Sta. Rita Hills
13387,Cesarini Sforza,Kerin O’Keefe,Tridentum Brut,Italy,Trento
13388,Château de la Brède,Roger Voss,Cuvée Montesquieu,France,Graves
13389,Château Haut-Francarney,Roger Voss,No 2 et No 5,France,Fronsac
13390,Château Siaurac,Roger Voss,Baronne de Siaurac,France,Lalande de Pomerol
13391,Feudi di San Gregorio,Kerin O’Keefe,Dubl Brut,Italy,Campania
13392,Domaine des Baumard,Roger Voss,Vert de l'Or,France,Vin de Table Francai
13393,Kandarian,Paul Gregutt,Blue Eye,US,Willamette Valley
13394,Lanson,Roger Voss,Rose Label Brut Rosé,France,Champagne
13395,Leo Steen Wines,Virginie Boone,Saini Farms,US,Dry Creek Valley
13396,Lorenz Martini,Kerin O’Keefe,Comitissa Glod Gran Riserva,Italy,Alto Adige
13397,Lorenz Martini,Kerin O’Keefe,Riserva Comitissa Brut,Italy,Alto Adige
13398,Tenute Cisa Asinari dei Marchesi di Gresy,Kerin O’Keefe,Martinenga Camp Gros,Italy,Barbaresco
13399,Yalumba,Joe Czerwinski,The Y Series Sangiovese,Australia,South Australia
13400,Argiolas,Kerin O’Keefe,S'Elegas,Italy,Nuragus di Cagliari
13401,Capichera,Kerin O’Keefe,Lintòri,Italy,Vermentino di Sardeg
13402,Cascina Luisin,Kerin O’Keefe,Paolin,Italy,Barbaresco
13403,Domaine Sophie Cinier,Roger Voss,A la Côte,France,Saint-Véran
13404,Falkner,Matt Kettmann,Estate,US,Temecula
13405,Ferruccio Deiana,Kerin O’Keefe,Donnikalia,Italy,Vermentino di Sardeg
13406,Giuseppe Gabbas,Kerin O’Keefe,Manzanile,Italy,Vermentino di Sardeg
13407,Giuseppe Sedilesu,Kerin O’Keefe,Sartiu,Italy,Cannonau di Sardegna
13408,Maal,Michael Schachner,Biolento,Argentina,Mendoza
13409,Novelty Hill,Paul Gregutt,Stillwater Creek Vineyard,US,Columbia Valley (WA)
13410,Salentein,Michael Schachner,Portillo Estate Bottled,Argentina,Uco Valley
13411,Silver Thread,Anna Lee C. Iijima,Dry,US,Finger Lakes
13412,Raphael,Anna Lee C. Iijima,Estate,US,North Fork of Long I
13413,Tinedo,Michael Schachner,Cala N. 1,Spain,Vino de la Tierra de
13414,Trossos del Priorat,Michael Schachner,Lo Mon,Spain,Priorat
13415,Viña Mayor,Michael Schachner,Vendimia Seleccionada,Spain,Toro
13416,Bodegas Muriel,Michael Schachner,JME,Spain,Rioja
13417,Commanderie de la Bargemone,Roger Voss,Cuvée Marina,France,Coteaux d'Aix-en-Pro
13418,Domaine Sorin,Roger Voss,Terra Amata,France,Côtes de Provence
13419,Muga,Michael Schachner,Conde de Haro Brut,Spain,Cava
13420,Novelty Hill,Paul Gregutt,Stillwater Creek Vineyard,US,Columbia Valley (WA)
13421,Gamache,Paul Gregutt,Reserve,US,Columbia Valley (WA)
13422,Château Margaux,Roger Voss,Pavillon Rouge de Margaux,France,Margaux
13423,Ideology,Virginie Boone,Blondie Gone Wild Red Hen Vineyard,US,Oak Knoll District
13424,Kokomo,Virginie Boone,Pauline's Vineyard Rosé,US,Dry Creek Valley
13425,Kuentz-Bas,Roger Voss,Trois Châteaux,France,Alsace
13426,Mario Gagliasso,Kerin O’Keefe,Rocche dell'Annunziata,Italy,Barolo
13427,Michele Chiarlo,Kerin O’Keefe,Asili,Italy,Barbaresco
13428,Moccagatta,Kerin O’Keefe,Basarin,Italy,Barbaresco
13429,Muscardini,Virginie Boone,Alice's Vineyards Rosato di,US,Sonoma Valley
13430,Saint-Hilaire,Lauren Buzzeo,Brut Estate Bottled,France,Blanquette de Limoux
13431,Scambia,Kerin O’Keefe,Freschetto,Italy,Orvieto
13432,Ada Nada,Kerin O’Keefe,Valeirano,Italy,Barbaresco
13433,Château Phélan-Ségur,Roger Voss,La Croix Bonis,France,Saint-Estèphe
13434,Kokomo,Virginie Boone,Timber Crest Vineyard,US,Dry Creek Valley
13435,Père Anselme,Joe Czerwinski,La Grivelière Tete de Cuvee,France,Côtes du Rhône
13436,Tardieu-Laurent,Joe Czerwinski,Cuvée Spéciale,France,Châteauneuf-du-Pape
13437,Graffigna,Michael Schachner,Grand Reserve,Argentina,San Juan
13438,O. Fournier,Michael Schachner,Urban Uco,Argentina,Uco Valley
13439,Silvan Ridge,Paul Gregutt,Reserve,US,Rogue Valley
13440,Roux Père et Fils,Roger Voss,Les Murelles,France,Bourgogne
13441,Hogue,Paul Gregutt,Genesis,US,Columbia Valley (WA)
13442,Alex Gambal,Roger Voss,Bourgogne Pinot Noir,France,Bourgogne
13443,Kana,Paul Gregutt,Old Vines Red,US,Yakima Valley
13444,Cottonwood Winery of Oregon,Paul Gregutt,Marina Piper,US,Willamette Valley
13445,Gassier,Roger Voss,Sables d'Azur,France,Côtes de Provence
13446,StoneCap,Paul Gregutt,Estate Grown,US,Columbia Valley (WA)
13447,StoneCap,Paul Gregutt,Estate Grown,US,Columbia Valley (WA)
13448,Viña Cerrada,Michael Schachner,Crianza,Spain,Rioja
13449,Viña Somoza,Michael Schachner,Selección,Spain,Valdeorras
13450,Kamiak,Paul Gregutt,Rock Lake,US,Washington
13451,Marqués de Legarda,Michael Schachner,Crianza,Spain,Rioja
13452,Marqués de Murrieta,Michael Schachner,Capellanía,Spain,Rioja
13453,Majolini,Kerin O’Keefe,Altera Rosé,Italy,Franciacorta
13454,Bodega Toneles,Michael Schachner,Reserva Tonel 46,Argentina,Mendoza
13455,Buglioni,Kerin O’Keefe,Riserva,Italy,Amarone della Valpol
13456,Cellers Unió,Michael Schachner,Roureda Llicorella Clàssic,Spain,Priorat
13457,Tolosa,Matt Kettmann,Estate Tolsosa Vineyard,US,Edna Valley
13458,Valserrano,Michael Schachner,Blanco Fermentado En Barrica,Spain,Rioja
13459,Breathless,Jim Gordon,Brut Rosé,US,North Coast
13460,Bruno Paillard,Roger Voss,Première Cuvée Brut,France,Champagne
13461,Dautel-Cadot,Roger Voss,Cuvée Elégance Brut,France,Champagne
13462,Maso Martis,Kerin O’Keefe,Brut,Italy,Trento
13463,Moët & Chandon,Roger Voss,Impérial Brut,France,Champagne
13464,Olivier Leflaive,Roger Voss,En Remilly Premier Cru,France,Saint-Aubin
13465,Prada A Tope,Michael Schachner,Palacio de Canedo Ecológico,Spain,Bierzo
13466,Caligiore,Michael Schachner,Reserve,Argentina,Mendoza
13467,Joseph Cattin,Roger Voss,Tradition,France,Alsace
13468,Bodega del Fin del Mundo,Michael Schachner,Reserva,Argentina,Patagonia
13469,DiamAndes,Michael Schachner,Perlita,Argentina,Uco Valley
13470,Domaines Devillard,Roger Voss,Le Renard,France,Givry
13471,Jean-Luc Colombo,Joe Czerwinski,La Redonne,France,Côtes du Rhône
13472,Abad,Michael Schachner,Gotín del Risc,Spain,Bierzo
13473,Château de Beaucastel,Joe Czerwinski,Coudoulet de Beaucastel,France,Côtes du Rhône
13474,Paul Jaboulet Aîné,Joe Czerwinski,Le Grand Pompée,France,Saint-Joseph
13475,Bodega La Serrana,Michael Schachner,Legus,Spain,Bierzo
13476,Bourgeois Family,Joe Czerwinski,In Fine,France,Côtes-du-Ventoux
13477,Château de Lagarde,Roger Voss,L de Lagarde,France,Bordeaux Supérieur
13478,Château Nenin,Roger Voss,Fugue de Nenin,France,Pomerol
13479,Shaw,Anna Lee C. Iijima,Reserve,US,Finger Lakes
13480,Stephen Ross,Matt Kettmann,Chorro Creek Vineyard,US,San Luis Obispo Coun
13481,J. Bookwalter,Sean P. Sullivan,Protagonist,US,Columbia Valley (WA)
13482,Williams Selyem,Virginie Boone,Olivet Lane Vineyard,US,Russian River Valley
13483,Nadia,Matt Kettmann,Santa Barbara Highlands Vineyard,US,Santa Barbara County
13484,Bindi Sergardi,Kerin O’Keefe,Mocenni 89 Gran Selezione,Italy,Chianti Classico
13485,Casa Emma,Kerin O’Keefe,Gran Selezione,Italy,Chianti Classico
13486,Falkner,Matt Kettmann,Amante,US,Temecula Valley
13487,J. Bookwalter,Sean P. Sullivan,Chapter 5,US,Columbia Valley (WA)
13488,Joseph Drouhin,Roger Voss,Domaine Drouhin-Vaudon Sécher Premi,France,Chablis
13489,Joseph Drouhin,Roger Voss,Premier Cru,France,Chambolle-Musigny
13490,Les Vignobles Gueissard,Roger Voss,Cuvée G,France,Bandol
13491,Longoria,Matt Kettmann,Fe Ciega Vineyard,US,Sta. Rita Hills
13492,MacPhail,Virginie Boone,Wildcat Vineyard,US,Sonoma Coast
13493,Marchesi de' Frescobaldi,Kerin O’Keefe,Nipozzano Vecchie Viti Riserva,Italy,Chianti Rufina
13494,Martin Ray,Matt Kettmann,Reserve,US,Santa Cruz Mountains
13495,Ramey,Virginie Boone,Annum,US,Napa Valley
13496,Riverbench,Matt Kettmann,Pommard,US,Santa Maria Valley
13497,Scar of the Sea,Matt Kettmann,Bien Nacido Vineyard Block II Mount,US,Santa Maria Valley
13498,Siduri,Matt Kettmann,Rosella's Vineyard,US,Santa Lucia Highland
13499,Sleight of Hand,Sean P. Sullivan,The Illusionist,US,Columbia Valley (WA)
13500,Alfredo Roca,Michael Schachner,Fincas,Argentina,Mendoza
13501,Alpamanta,Michael Schachner,Breva,Argentina,Luján de Cuyo
13502,Andeluna,Michael Schachner,Pasionado,Argentina,Tupungato
13503,Antigal,Michael Schachner,Uno,Argentina,Mendoza
13504,Aymara,Michael Schachner,Reserva,Argentina,Mendoza
13505,Ca' del Baio,Kerin O’Keefe,Pora,Italy,Barbaresco
13506,Casanel,Carrie Dykes,Estate,US,Middleburg
13507,Coelho,Paul Gregutt,Atração,US,Willamette Valley
13508,Domingo Hermanos,Michael Schachner,Hermanos,Argentina,Salta
13509,Early Mountain,Carrie Dykes,Aylor,US,Virginia
13510,Famiglia Meschini,Michael Schachner,Magnifico,Argentina,Mendoza
13511,Ferrari-Carano,Virginie Boone,Siena,US,Sonoma County
13512,Finca El Origen,Michael Schachner,Reserva Estate,Argentina,Salta
13513,Florent Descombe,Roger Voss,Syrah,France,Vin de France
13514,Foppiano,Virginie Boone,Estate,US,Russian River Valley
13515,Fournier Père et Fils,Roger Voss,Les Belles Vignes,France,Sancerre
13516,Antinori,Michael Schachner,Pèppoli,Italy,Chianti Classico
13517,Domaine Serene,Paul Gregutt,Cote Sud Vineyard,US,Willamette Valley
13518,Henry Estate,Paul Gregutt,Barrel Select,US,Umpqua Valley
13519,Girardet,Paul Gregutt,Premiere Cuvée,US,Umpqua Valley
13520,Castello di Monsanto,Michael Schachner,Nemo,Italy,Toscana
13521,Bridgeview,Paul Gregutt,Reserve,US,Rogue Valley
13522,Valley View,Paul Gregutt,Anna Maria,US,Applegate Valley
13523,Castello di Monsanto,Michael Schachner,Riserva,Italy,Chianti Classico
13524,Le Macchiole,Michael Schachner,Paleo,Italy,Bolgheri
13525,Girardet,Paul Gregutt,Reserve,US,Umpqua Valley
13526,Melini,Roger Voss,Riserva La Selvanella,Italy,Chianti Classico
13527,Conde de Caralt,Michael Schachner,Brut,Spain,Cava
13528,Alpamanta,Michael Schachner,Estate,Argentina,Mendoza
13529,Bodegas Medina,Michael Schachner,Jaloco,Spain,Extremadura
13530,Caligiore,Michael Schachner,Pianissimo Made with Organically Gr,Argentina,Mendoza
13531,Palacios Remondo,Michael Schachner,Propiedad,Spain,Rioja
13532,Pazo de Señorans,Michael Schachner,Selección de Añada,Spain,Rías Baixas
13533,Salentein,Michael Schachner,Reserve,Argentina,Uco Valley
13534,Tapiz,Michael Schachner,Alta Collection,Argentina,Mendoza
13535,Telteca,Michael Schachner,Roble,Argentina,Mendoza
13536,Michel Torino,Michael Schachner,Don David Reserve,Argentina,Calchaquí Valley
13537,Bodegas la Casa de Lúcolo,Michael Schachner,Cátulo,Spain,Navarra
13538,Bodegas Valdemar,Michael Schachner,Conde de Valdemar Finca Alto Cantab,Spain,Rioja
13539,Viñedos y Bodegas Pablo,Michael Schachner,Menguante,Spain,Cariñena
13540,Orfila,Virginie Boone,Estate,US,South Coast
13541,Castellare di Castellina,Kerin O’Keefe,Riserva,Italy,Chianti Classico
13542,Castello di Monsanto,Kerin O’Keefe,Il Poggio Riserva,Italy,Chianti Classico
13543,Castello di Monterinaldi,Kerin O’Keefe,Riserva,Italy,Chianti Classico
13544,Wakefield,Joe Czerwinski,St. Andrews Single Vineyard Release,Australia,Clare Valley
13545,Château d'Arlay,Roger Voss,Vin de Paille,France,Côtes du Jura
13546,Château la Varière,Roger Voss,La Chevalerie,France,Anjou Villages Briss
13547,Fournier Père et Fils,Roger Voss,Grande Fumé,France,Pouilly-Fumé
13548,Raptor Ridge,Paul Gregutt,Shea Vineyard,US,Willamette Valley
13549,Vistalba,Michael Schachner,Corte B,Argentina,Mendoza
13550,Watermill,Paul Gregutt,Praying Mantis,US,Walla Walla Valley (
13551,Zinio,Michael Schachner,Vendimia Seleccionada Reserva,Spain,Rioja
13552,Lange,Paul Gregutt,Three Hills Cuvée,US,Willamette Valley
13553,Stark,Virginie Boone,Damiano Vineyard,US,Sierra Foothills
13554,Trapiche,Michael Schachner,Gran Medalla,Argentina,Mendoza
13555,Whetstone,Virginie Boone,Pleasant Hill Vineyard,US,Russian River Valley
13556,Vercingetorix VX,Paul Gregutt,Reserve Cuvée,US,Willamette Valley
13557,Altocedro,Michael Schachner,Gran Reserva,Argentina,La Consulta
13558,Benanti,Kerin O’Keefe,Pietramarina Bianco Superiore,Italy,Etna
13559,Burbank Ranch,Matt Kettmann,Changing Leaves Estate Grown,US,Paso Robles
13560,Domaine Bott-Geyl,Roger Voss,Les Éléments,France,Alsace
13561,Fulcrum,Virginie Boone,Landy Vineyard,US,Russian River Valley
13562,Labouré-Roi,Roger Voss,St Amand,France,Mâcon-Villages
13563,Louis Bouillot,Roger Voss,Perle d'Aurore Rosé Brut,France,Crémant de Bourgogne
13564,Louis Bouillot,Roger Voss,Perle de Nuit Blanc de Noirs Brut,France,Crémant de Bourgogne
13565,Pierre André,Roger Voss,Les Forges,France,Bourgogne Hautes Côt
13566,Ravoire et Fils,Roger Voss,Le Pont,France,Bandol
13567,Rutini,Michael Schachner,Trumpeter,Argentina,Mendoza
13568,Duarte Georgetown,Virginie Boone,Reserve,US,El Dorado
13569,Atwater,Anna Lee C. Iijima,Dry,US,Finger Lakes
13570,Torres,Michael Schachner,Gran Coronas Reserva,Spain,Penedès
13571,Mitolo,Joe Czerwinski,Jester,Australia,McLaren Vale
13572,Anam Cara,Paul Gregutt,Nicholas Estate Reserve,US,Willamette Valley
13573,Terrazas de Los Andes,Michael Schachner,Afincado Las Compuertas Vineyard,Argentina,Mendoza
13574,Jean-Marc Brocard,Roger Voss,Domaine de la Boissoneuse,France,Chablis
13575,Evergreen,Paul Gregutt,Del-Mar Private Reserve,US,Willamette Valley
13576,La Chablisienne,Roger Voss,La Sereine,France,Chablis
13577,Archery Summit,Paul Gregutt,Red Hills Estate,US,Dundee Hills
13578,Torres,Michael Schachner,Nerola,Spain,Catalunya
13579,Devil's Lair,Joe Czerwinski,Red Wine,Australia,Margaret River
13580,Chehalem,Paul Gregutt,Stoller Vineyard,US,Dundee Hills
13581,Craneford,Joe Czerwinski,Allyson Parsons,Australia,Barossa Valley
13582,Clos du Lac,Virginie Boone,Estate,US,Sierra Foothills
13583,Quady North,Sean P. Sullivan,Vinum Pro Virtus Aresenal,US,Applegate Valley
13584,Shed Horn Cellars,Virginie Boone,Non Typical,US,Lake County
13585,Sherwood House Vineyards,Anna Lee C. Iijima,Estate Grown,US,North Fork of Long I
13586,Siesta Wines,Michael Schachner,Tahuan,Argentina,Mendoza
13587,Stuessy Cellars,Virginie Boone,Principium Cuvee,US,Suisun Valley
13588,Domaine Carrette,Roger Voss,Les Mûres,France,Saint-Véran
13589,DuCard,Alexander Peartree,Signature,US,Virginia
13590,Early Mountain,Alexander Peartree,Block Eleven,US,Virginia
13591,Firebrix,Sean P. Sullivan,Vineyard Selection The Fresh Market,US,Columbia Valley (WA)
13592,Fox Meadow,Alexander Peartree,Barrel Fermented,US,Virginia
13593,Anemoi,Alexander Peartree,Apeliotes,US,Grand Valley
13594,Canoe Ridge,Sean P. Sullivan,The Expedition,US,Horse Heaven Hills
13595,Château Barbanau,Roger Voss,La Girafe Verte,France,Côtes de Provence
13596,Il Palagione,Kerin O’Keefe,Hydra,Italy,Vernaccia di San Gim
13597,Les Maîtres Vignerons de la Presqu'île de Saint-Tr,Roger Voss,Domaine Aureillan,France,Côtes de Provence
13598,Umani Ronchi,Kerin O’Keefe,Villa Bianchi,Italy,Verdicchio dei Caste
13599,Washington Hills,Sean P. Sullivan,Late Harvest,US,Washington
13600,Osprey's Dominion,Anna Lee C. Iijima,Reserve,US,North Fork of Long I
13601,Palagetto,Kerin O’Keefe,Santa Chiara,Italy,Vernaccia di San Gim
13602,Pollak,Alexander Peartree,Estate Grown,US,Monticello
13603,Santa Lucia,Kerin O’Keefe,A'Luciano,Italy,Morellino di Scansan
13604,Sergio Mottura,Kerin O’Keefe,Secco,Italy,Orvieto
13605,Ca' dei Zago,Kerin O’Keefe,Col Fondo,Italy,Prosecco
13606,Tenuta Roveglia,Kerin O’Keefe,Vigne di Catullo,Italy,Lugana
13607,Viña Valoria,Michael Schachner,Crianza,Spain,Rioja
13608,Fort Ross,Virginie Boone,Rosé of,US,Fort Ross-Seaview
13609,Corte Rugolin,Kerin O’Keefe,Crosara de le Strie,Italy,Amarone della Valpol
13610,Davis Family,Virginie Boone,Soul Patch Estate Grown,US,Russian River Valley
13611,Domaine Christian Moreau Père et Fils,Roger Voss,Vaillon Premier Cru,France,Chablis
13612,Finca Perdriel,Michael Schachner,Colección,Argentina,Mendoza
13613,Fratelli Berlucchi,Kerin O’Keefe,Brut Rosé,Italy,Franciacorta
13614,Gary Farrell,Virginie Boone,Russian River Selection,US,Russian River Valley
13615,Giribaldi,Kerin O’Keefe,Matteo Giribaldi Metodo Classico,Italy,Vino Spumante
13616,Gloria Ferrer,Virginie Boone,Late Disgorged Blanc de Blancs,US,Carneros
13617,Jean Milan,Roger Voss,Millénaire Blanc de Blancs Grand Cr,France,Champagne
13618,Mumm Napa,Virginie Boone,Blanc de Blancs,US,Napa Valley
13619,Panther Creek,Paul Gregutt,Winemaker's Cuvée,US,Willamette Valley
13620,Le Bertarole,Kerin O’Keefe,Podere Le Maragnole,Italy,Amarone della Valpol
13621,Majolini,Kerin O’Keefe,Blanc de Noir Brut,Italy,Franciacorta
13622,Manuel Olivier,Roger Voss,Premier Cru,France,Nuits-St.-Georges
13623,Manuel Olivier,Roger Voss,Premier Cru,France,Meursault
13624,Antica Fratta,Kerin O’Keefe,Essence Nature Dosaggio Zero,Italy,Franciacorta
13625,Caves Fleury,Roger Voss,Grand-Portail Cuvée Réservée,France,Saint-Émilion
13626,Marques de Arienzo,Michael Schachner,Reserva,Spain,Rioja
13627,Loriñon,Michael Schachner,Crianza,Spain,Rioja
13628,Viña Salceda,Michael Schachner,Crianza,Spain,Rioja
13629,Yvon Mau,Roger Voss,Premius Sauvignon Blanc,France,Bordeaux Blanc
13630,Adegas D'Altamira,Michael Schachner,Selección,Spain,Rías Baixas
13631,Baron Philippe de Rothschild,Roger Voss,Mouton Cadet Réserve,France,Graves
13632,Chateau Lafayette Reneau,Susan Kostrzewa,Proprietor's Reserve Barrel Ferment,US,Finger Lakes
13633,Duck Pond,Paul Gregutt,Sparkling,US,Willamette Valley
13634,Peter Cellars,Virginie Boone,Estate,US,Carneros
13635,Snoqualmie,Sean P. Sullivan,ECO,US,Columbia Valley (WA)
13636,Upsidedown,Sean P. Sullivan,Method,US,Columbia Valley (WA)
13637,Bella Luna,Matt Kettmann,Grosso,US,San Benito County
13638,La Crema,Matt Kettmann,Rose of,US,Monterey
13639,Nomadica,Matt Kettmann,Mission Ranch Vineyard,US,Arroyo Seco
13640,Palacio del Burgo,Michael Schachner,Crianza,Spain,Rioja
13641,Gabriel Meffre,Joe Czerwinski,Château Grand Escalion,France,Costières de Nîmes
13642,Harbes Family Vineyard,Anna Lee C. Iijima,Dry,US,North Fork of Long I
13643,Red Rock,Jim Gordon,Reserve,US,California
13644,Bodegas Riojanas,Michael Schachner,Viña Albina Crianza,Spain,Rioja
13645,Château Roc de Minvielle,Roger Voss,Cuvée Les Tourelles,France,Bordeaux
13646,Cheval Quancard,Roger Voss,Chai de Bordes,France,Bordeaux
13647,Ghost Pines,Virginie Boone,Winemaker's Reserve,US,Sonoma County-San Jo
13648,Mocén,Michael Schachner,Eco Made From Organic Grapes,Spain,Rueda
13649,Parducci,Jim Gordon,Small Lot,US,Mendocino County
13650,Duval-Leroy,Roger Voss,Clos des Bouveries Brut,France,Champagne
13651,Château Léoville Las Cases,Roger Voss,Le Petit Lion,France,Saint-Julien
13652,Chronicle,Virginie Boone,Cerise Vineyard,US,Anderson Valley
13653,Va Piano,Paul Gregutt,Estate,US,Walla Walla Valley (
13654,Va Piano,Paul Gregutt,Estate Uniti Red,US,Walla Walla Valley (
13655,Handley,Virginie Boone,Helluva Vineyard,US,Anderson Valley
13656,Poderi Aldo Conterno,Kerin O’Keefe,Conca Tre Pile,Italy,Barbera d'Alba
13657,Ross Andrew,Sean P. Sullivan,Celilo Vineyard,US,Columbia Gorge (WA)
13658,Seven Angels,Matt Kettmann,Denner Vineyard,US,Paso Robles
13659,Silver Trident,Virginie Boone,Apollo's Folly Rosé of,US,Sonoma Coast
13660,Talley,Matt Kettmann,Estate Bottled,US,Arroyo Grande Valley
13661,Tempus Cellars,Sean P. Sullivan,Sagemoor Reserve Vintage,US,Columbia Valley (WA)
13662,Vignoble de la Jarnoterie,Roger Voss,Concerto,France,Saint-Nicolas-de-Bou
13663,Baileyana,Matt Kettmann,Firepeak,US,Edna Valley
13664,Beresan,Sean P. Sullivan,Stone River,US,Walla Walla Valley (
13665,Bodegas Murtia,Michael Schachner,Reserva,Spain,Jumilla
13666,Boudreaux Cellars,Sean P. Sullivan,Unfiltered,US,Washington
13667,Bougetz,Virginie Boone,Amaryllis,US,Spring Mountain Dist
13668,Bucher,Virginie Boone,Unoaked,US,Russian River Valley
13669,Caccia al Piano 1868,Kerin O’Keefe,Levia Gravia,Italy,Bolgheri Superiore
13670,Casa de la Ermita,Michael Schachner,Crianza,Spain,Jumilla
13671,Cavallotto,Kerin O’Keefe,Vigna del Cuculo,Italy,Barbera d'Alba Super
13672,Chateau Ste. Michelle,Sean P. Sullivan,Indian Wells,US,Columbia Valley (WA)
13673,Cinnabar,Jim Gordon,Zhu Sha,US,Clements Hills
13674,City Winery Chicago,Jim Gordon,Ruth on Mars,US,Mendocino County
13675,Coppo,Kerin O’Keefe,Pomorosso,Italy,Barbera d'Asti
13676,Darby,Sean P. Sullivan,Le Deuce,US,Columbia Valley (WA)
13677,Easton,Jim Gordon,Duarte-Georgetown,US,Sierra Foothills
13678,Adelsheim,Paul Gregutt,Boulder Bluff Vineyard,US,Chehalem Mountains
13679,Château de Tracy,Roger Voss,Haute Densité,France,Pouilly-Fumé
13680,Le Vigne di Alice,Kerin O’Keefe,Alice .g Metodo Classico,Italy,Prosecco di Coneglia
13681,Principe Pallavicini,Kerin O’Keefe,Amarasco,Italy,Lazio
13682,Rancho Zabaco,Virginie Boone,Sonoma Heritage Vines,US,Sonoma County
13683,Château Pilet,Roger Voss,Cuvée Prestige,France,Côtes de Bordeaux
13684,Cutruzzola,Matt Kettmann,Gloria,US,San Luis Obispo Coun
13685,Domaine de la Mordorée,Joe Czerwinski,La Reine des Bois,France,Lirac
13686,Dry Creek Vineyard,Virginie Boone,DCV Estate Block 10,US,Russian River Valley
13687,En Garde,Virginie Boone,Reserve,US,Russian River Valley
13688,Field Stone,Virginie Boone,Marion's Block,US,Alexander Valley
13689,Pieropan,Kerin O’Keefe,Le Colombare,Italy,Recioto di Soave
13690,Adami,Kerin O’Keefe,Sul Lievito,Italy,Valdobbiadene Prosec
13691,Channing Daughters,Joe Czerwinski,Scuttlehole,US,Long Island
13692,Palmer,Joe Czerwinski,Estate,US,North Fork of Long I
13693,Paumanok,Joe Czerwinski,Festival,US,North Fork of Long I
13694,Castello di Borghese,Joe Czerwinski,Hargrave Vineyard,US,North Fork of Long I
13695,Channing Daughters,Joe Czerwinski,Fresh Red,US,Long Island
13696,Pindar Vineyards,Joe Czerwinski,Reserve,US,North Fork of Long I
13697,Pindar Vineyards,Joe Czerwinski,Peacock,US,Long Island
13698,Pellegrini Vineyards,Joe Czerwinski,Eastend Select,US,North Fork of Long I
13699,Scott Paul,Paul Gregutt,La Paulée,US,Willamette Valley
13700,Willamette Valley Vineyards,Paul Gregutt,Hannah,US,Willamette Valley
13701,Willm,Anne Krebiehl MW,Kirchberg de Barr Grand Cru,France,Alsace
13702,Wirra Wirra,Joe Czerwinski,Church Block,Australia,McLaren Vale
13703,Dante Robere,Jim Gordon,Estate Reserve,US,Livermore Valley
13704,Dobbes Family Estate,Paul Gregutt,Momtazi Vineyard,US,McMinnville
13705,Domaine Bott-Geyl,Anne Krebiehl MW,Sonnenglanz Grand Cru,France,Alsace
13706,Domaine Jean Sipp,Anne Krebiehl MW,Kirchberg de Ribeauvillé Grand Cru,France,Alsace
13707,Foxen,Matt Kettmann,Ernesto Wickenden Vineyard Old Vine,US,Santa Maria Valley
13708,Aubichon Cellars,Paul Gregutt,Riverside Vineyard,US,Willamette Valley
13709,Burrell School Vineyards,Matt Kettmann,Principal's Choice Estate Reserve,US,Santa Cruz Mountains
13710,Don Manuel Villafañe,Michael Schachner,Reserva,Argentina,Mendoza
13711,Domaine Charles Frey,Anne Krebiehl MW,Frankstein Grand Cru,France,Alsace
13712,Etude,Paul Gregutt,Yamhill Vista Vineyard,US,Willamette Valley
13713,Fields Family,Jim Gordon,Lodi Native Stampede Vineyard,US,Clements Hills
13714,Frédéric Mallo,Anne Krebiehl MW,Rosacker Grand Cru Vieilles Vignes,France,Alsace
13715,Altocedro,Michael Schachner,Finca Los Gallegos,Argentina,La Consulta
13716,Ayoub,Paul Gregutt,Thistle Vineyard,US,Dundee Hills
13717,Groth,Virginie Boone,Hillview Vineyard,US,Napa Valley
