vineyard_id,name,appelation,country,region
15609,Flechas de los Andes,Gran Corte,Argentina,Uco Valley
15610,Henri de Villamont,Les Châtelots Premier Cru,France,Chambolle-Musigny
15611,Coeur d'Alene,Alder Ridge Vineyard,US,Washington
15612,Coeur d'Alene,Opulence,US,Washington
15613,Wise,Eagle Bay,Australia,Margaret River
15614,CVNE,Imperial Gran Reserva,Spain,Rioja
15615,Domaine de l'Arlot,"Clos des Forêts St Georges Premier ",France,Nuits-St.-Georges
15616,Longwood,Reserve,Australia,McLaren Vale
15617,Contino,Single Vineyard,Spain,Rioja
15618,Benessere,Phenomenon Estate,US,St. Helena
15619,Bernat,Presence Colson Canyon,US,Santa Barbara County
15620,Betz Family,Clos de Betz,US,Columbia Valley (WA)
15621,Bridge Press,XL Vineyard,US,Walla Walla Valley (
15622,Cadus,Single Vineyard Valle de Uco,Argentina,Uco Valley
15623,Cenyth,Rosé of,US,Sonoma County
15624,Château la Gordonne,La Chapelle,France,Côtes de Provence
15625,Château Léoube,Secret de Léoube,France,Côtes de Provence
15626,Elena Walch,Kermesse Cuvée,Italy,Alto Adige
15627,Clos Solène,La Rosa,US,Paso Robles
15628,Domaine du Grand Cros,Aurélia,France,Côtes de Provence
15629,Domaine Saint-André de Figuière,Première de Figuière,France,Côtes de Provence
15630,Elena Walch,Castel Ringberg,Italy,Alto Adige
15631,Alma Rosa,El Jabali Vineyard,US,Sta. Rita Hills
15632,Grey Wolf Cellars,Instinctual,US,Paso Robles
15633,Bodegas Hidalgo,Picos Pardos,Spain,Calatayud
15634,Juan de Juanes,Vendimia Oro,Spain,Valencia
15635,Krutz,Stagecoach Vineyard,US,Napa Valley
15636,Kelby James Russell,Dry,US,Finger Lakes
15637,Kendall-Jackson,Avant,US,California
15638,Kerloo,Painted Hills Vineyard Grenache,US,Columbia Valley (WA)
15639,Last Light,Spanish Springs Vineyard,US,San Luis Obispo Coun
15640,Laura Michael,Barlow Vineyards,US,Calistoga
15641,Lawer,Betsy's Vineyard Estate,US,Knights Valley
15642,Les Maîtres Vignerons de la Presqu'île de Saint-Tr,Château de Pampelonne,France,Côtes de Provence
15643,Les Vins Bréban,Château de Libran,France,Coteaux d'Aix-en-Pro
15644,Margerum,Sybarite,US,Happy Canyon of Sant
15645,Morgan,Cotes du Crow's,US,Monterey County
15646,Mumm Napa,Devaux Ranch Blanc de Noirs,US,Napa Valley
15647,Prime Solum,Circle R Vineyard,US,Napa Valley
15648,Piattelli,Reserve,Argentina,Cafayate
15649,Eight Bells,David's Block Red Willow Vineyard,US,Yakima Valley
15650,High Valley Vineyard,High Valley,US,Lake County
15651,Hightower,Pepper Bridge Vineyard,US,Walla Walla Valley (
15652,Northstar,Stella Maris,US,Columbia Valley (WA)
15653,Novy,Sierra Mar,US,Santa Lucia Highland
15654,Lucienne,Lone Oak Vineyard,US,Santa Lucia Highland
15655,Painted Rock,Estate Grown,Canada,Okanagan Valley
15656,Penley Estate,Reserve,Australia,Coonawarra
15657,Ballentine,Estate Grown,US,Napa Valley
15658,Beckmen,Block Six Purisima Mountain Vineyar,US,Santa Ynez Valley
15659,Black Hills,Nota Bene,Canada,Okanagan Valley
15660,Cadence,Camerata Cara Mia Vineyard,US,Red Mountain
15661,Castello di Amorosa,La Castellana,US,Napa Valley
15662,Waters Crest,Grand Vin,US,North Fork of Long I
15663,Schlagel Santo,Red Heaven Vineyard,US,Red Mountain
15664,Scott Harvey,Vineyard 1869,US,Amador County
15665,Sleight of Hand,The Illusionist,US,Columbia Valley (WA)
15666,Stevens,StevensMerlot,US,Yakima Valley
15667,Monte Volpe,Dolce Alexandra Late Harvest,US,Mendocino County
15668,Muga,Casa Conde de Haro Metodo Tradicion,Spain,Cava
15669,Novelty Hill,Stillwater Creek Vineyard,US,Columbia Valley (WA)
15670,Novelty Hill,Stillwater Creek Vineyard,US,Columbia Valley (WA)
15671,Quivira,Elusive,US,Dry Creek Valley
15672,HammerSky,Party of Four,US,Paso Robles
15673,Henri Schoenheitz,Holder,France,Alsace
15674,Hermann J. Wiemer,Josef Vineyard,US,Seneca Lake
15675,Hirsch,Bohan-Dillon,US,Sonoma Coast
15676,Hugel,Classic,France,Alsace
15677,Januik,Champoux Vineyard,US,Horse Heaven Hills
15678,Kunde,Drummond,US,Sonoma Valley
15679,L'Ecole No. 41,Old Vines,US,Columbia Valley (WA)
15680,Liquid Farm,Vogelzang Vineyard,US,Happy Canyon of Sant
15681,Tournon by Michel Chapoutier,Lady's Lane Vineyard,Australia,Heathcote
15682,Trombetta,Gap's Crown Vineyard,US,Sonoma Coast
15683,Tyrrell's,Rufus Stone,Australia,Heathcote
15684,Venge,Bacigalupi Vineyard,US,Russian River Valley
15685,Whitcraft,My Friend Matt's VIneyard aka Clove,US,Santa Ynez Valley
15686,Winderlea,Crawford Beck Vineyard,US,Eola-Amity Hills
15687,Comartin,Adelaide's,US,Santa Ynez Valley
15688,Domaine des Valanges,Les Cras,France,Saint-Véran
15689,Domaine Philippe Goulley,Montmains Premier Cru,France,Chablis
15690,Domaine Pierre Labet,Clos du Dessus des Marconnets,France,Beaune
15691,Duckhorn,Monitor Ledge Vineyard,US,Napa Valley
15692,Blackbird Vineyards,Illustration,US,Napa Valley
15693,Bric Cenciurio,Coste di Rose Riserva,Italy,Barolo
15694,Brick House,Select,US,Ribbon Ridge
15695,Altocedro,Finca Los Galos,Argentina,La Consulta
15696,Brokenwood,Graveyard Vineyard,Australia,Hunter Valley
15697,DanCin,Capriccio,US,Southern Oregon
15698,Domaine Gilles Morat,"Domaine Chataigneraie-Laborier Sur ",France,Pouilly-Fuissé
15699,Doña Paula,Alluvia Parcel,Argentina,Tupungato
15700,Expression 38,Gap's Crown Vineyard,US,Sonoma Coast
15701,Aubichon Cellars,Reserve,US,Willamette Valley
15702,Leeuwin Estate,Art Series,Australia,Margaret River
15703,Vignerons de Bel Air,Hiver Gourmand,France,Morgon
15704,Vignerons de Bel Air,Nouveau,France,Beaujolais-Villages
15705,Wagner,Select,US,Finger Lakes
15706,Ambition,Gabrielle Rosé Sparkling Wine,US,New York
15707,Atwater,Riewürz,US,Finger Lakes
15708,Cloudlift Cellars,Cloud 2,US,Columbia Valley (WA)
15709,Cloudlift Cellars,Halcyon,US,Columbia Valley (WA)
15710,Cloudlift Cellars,Updraft,US,Columbia Valley (WA)
15711,Domaine Corine Perchaud,Vaucoupin Premier Cru,France,Chablis
15712,Bodegas Luzón,Luzón Crianza Selección 12 Meses,Spain,Jumilla
15713,Bressia,Monteagrelo,Argentina,Mendoza
15714,Carlisle,Limerick Lane Vineyard,US,Russian River Valley
15715,Solis,Estate,US,Santa Clara Valley
15716,Tenute del Cerro,Poggio Abate Riserva,Italy,Brunello di Montalci
15717,Chateau Ste. Michelle,Mimi,US,Horse Heaven Hills
15718,Domaine LeSeurre,Dry Cuvée Classique,US,Finger Lakes
15719,Dusted Valley,Rachis,US,Columbia Valley (WA)
15720,Campo alla Sughera,Adeo,Italy,Bolgheri
15721,Peachy Canyon,Clevenger,US,Paso Robles
15722,Red Tail Ridge,Obscure Red Varietal Series Martini,US,Finger Lakes
15723,Cantina di Soave,Cadis,Italy,Amarone della Valpol
15724,Cantine Benedetti,Croce del Gal,Italy,Valpolicella Ripasso
15725,Alexandria Nicole,"Destiny Estate Grown Destiny Ridge ",US,Horse Heaven Hills
15726,Brutocao,Hopland Ranches,US,Mendocino
15727,Domaine Chiroulet,Terres Blanches,France,Côtes de Gascogne
15728,Domaine les Hauts de Riquets,La Muguette,France,Côtes de Duras
15729,Ferrari,Brut,Italy,Trento
15730,Georges Vigouroux,Antisto Tradition,France,Cahors
15731,Georges Vigouroux,Haute-Serre Albesco,France,Côtes du Lot
15732,Domaine Gardiés,Les Falaises,France,"Côtes du Roussillon "
15733,Finca Flichman,Expresiones Reserve,Argentina,Mendoza
15734,Vincent,Marie Antoinette,France,Pouilly-Fuissé
15735,Tempus Cellars,Evergreen Vineyard,US,Ancient Lakes
15736,Vino Vargas,Miserere,US,Mokelumne River
15737,Château Lafite Rothschild,Barrel sample Les Carruades de Lafi,France,Pauillac
15738,Château Langoa Barton,Barrel sample,France,Saint-Julien
15739,Château les Ormes de Pez,Barrel sample,France,Saint-Estèphe
15740,Château Malartic-Lagravière,Barrel sample,France,Pessac-Léognan
15741,Château Pibran,Barrel sample,France,Pauillac
15742,Château Providence,Barrel sample,France,Pomerol
15743,Château Bouscaut,Barrel sample,France,Pessac-Léognan
15744,Château Cambon la Pelouse,Barrel sample,France,Haut-Médoc
15745,Château de Fieuzal,Barrel sample,France,Pessac-Léognan
15746,Château Grand-Puy Ducasse,Barrel sample,France,Pauillac
15747,Château la Louvière,Barrel sample,France,Pessac-Léognan
15748,Château Larrivet Haut-Brion,Barrel sample,France,Pessac-Léognan
15749,Château Le Boscq,Barrel sample,France,Saint-Estèphe
15750,Château Saint-Pierre,Barrel sample,France,Saint-Julien
15751,Château Gazin,Barrel sample,France,Pomerol
15752,Château Nairac,Barrel sample,France,Barsac
15753,Château Pape Clément,Barrel sample,France,Pessac-Léognan
15754,Château Pavie,Barrel sample,France,Saint-Émilion
15755,Château Tronquoy-Lalande,Barrel sample,France,Saint-Estèphe
15756,Château du Glana,Barrel sample,France,Saint-Julien
15757,Château Lamothe Guignard,Barrel sample,France,Sauternes
15758,Château Pichon Longueville,Barrel sample Les Tourelles de Long,France,Pauillac
15759,Château Pomeys,Barrel sample,France,Moulis-en-Médoc
15760,Château Prieuré-Lichine,Barrel sample,France,Margaux
15761,Clos Badon-Thunevin,Barrel sample,France,Saint-Émilion
15762,Château d'Angludet,Barrel sample,France,Margaux
15763,Le Carré,Barrel sample,France,Saint-Émilion
15764,Château Angélus,Barrel sample,France,Saint-Émilion
15765,Château de France,Barrel sample,France,Pessac-Léognan
15766,Château de Pez,Barrel sample,France,Saint-Estèphe
15767,Lumos,Rudolfo Vineyard,US,Willamette Valley
15768,Tardieu-Laurent,Guy Louis,France,Côtes du Rhône
15769,Château Bianca,Estate,US,Willamette Valley
15770,Fattori,Roncà Pas Dosé Metodo Classico,Italy,Lessini Durello
15771,Fogline Vineyards,Sun Chase Vineyard,US,Sonoma Coast
15772,Fratelli Berlucchi,Freccianera Brut Rosé,Italy,Franciacorta
15773,Lancaster,Samantha's,US,Alexander Valley
15774,Lasseter,Reminiscence Estate Grown,US,Sonoma Valley
15775,Maso Martis,Dosaggio Zero Metodo Classico Riser,Italy,Trento
15776,Mulvane Wine Co.,The Maverick,US,Rutherford
15777,Naggiar,"Reserve Estate Grown, Produced & Bo",US,Sierra Foothills
15778,Panther Creek,Winemaker's Cuvée,US,Willamette Valley
15779,Penner-Ash,Aegrina Vineyard,US,McMinnville
15780,Pulchella,Highs & Lows,US,Paso Robles
15781,Tin Barn,Hi Vista Vineyard,US,Carneros
15782,Landmark,Damaris Reserve,US,Sonoma Coast
15783,Naggiar,Le Grand-Pere Estate Grown,US,Sierra Foothills
15784,Poseidon,Boon Fly's Hill,US,Carneros
15785,Resalte,Crianza,Spain,Ribera del Duero
15786,Seghesio,Venom Rattlesnake Hill Vineyard,US,Alexander Valley
15787,Amici,Reserve,US,Napa Valley
15788,Antiquum Farm,Aurosa,US,Willamette Valley
15789,Altemasi,Pas Dosé Metodo Classico,Italy,Trento
15790,Billecart-Salmon,Brut Rosé,France,Champagne
15791,Apriori,Reserve,US,Napa Valley
15792,Bacigalupi,Estate,US,Russian River Valley
15793,Benessere,Estate St. Helena Vineyard,US,St. Helena
15794,Charles & Charles,Post No. 35,US,Columbia Valley (WA)
15795,Domaine Louis Moreau,Les Vaillons Premier Cru,France,Chablis
15796,Domaine Vacheron,Chambrates,France,Sancerre
15797,Efeste,Lola,US,Ancient Lakes
15798,Famille Perrin,Château de Beaucastel,France,Châteauneuf-du-Pape
15799,Finca Wölffer,Brau,Spain,Vi de la Terra Mallo
15800,Frank Family,Lewis Vineyard Reserve,US,Carneros
15801,González Byass,Cuatro Palmas Amontillado,Spain,Jerez
15802,Merry Cellars,Seven Hills Vineyard,US,Walla Walla Valley (
15803,Morse,Deadman's Fork Vineyard,US,Amador County
15804,Patland,Stagecoach Vineyard,US,Napa Valley
15805,Patland,Tench Vineyard,US,Oakville
15806,Pierre Morin,Vieilles Vignes,France,Sancerre
15807,Jean Reverdy et Fils,La Reine Blanche,France,Sancerre
15808,K Vintners,Charlotte,US,Walla Walla Valley (
15809,K Vintners,M.C.K. Motor City Kitty,US,Washington
15810,MacRostie,Wildcat Mountain Vineyard,US,Sonoma Coast
15811,Muga,Prado Enea Gran Reserva,Spain,Rioja
15812,K Vintners,Northridge Vineyard,US,Wahluke Slope
15813,Otis Kenyon,Stellar Vineyard,US,Walla Walla Valley (
15814,K Vintners,Roma En Chamberlin Vineyard,US,Walla Walla Valley (
15815,K Vintners,Phil Lane,US,Walla Walla Valley (
15816,Charles Smith,Stoneridge Vineyard,US,Columbia Valley (WA)
15817,K Vintners,Morrison Lane,US,Walla Walla Valley (
15818,Bodegas Landaluce,Capricho de Landaluce,Spain,Rioja
15819,Wallis Family Estate,Little Sister,US,Diamond Mountain Dis
15820,Alberto Voerzio,La Serra,Italy,Barolo
15821,Keenan,Reserve,US,Spring Mountain Dist
15822,Longboard,Rochioli Vineyard,US,Russian River Valley
15823,Loring Wine Company,Graham Family Vineyard,US,Russian River Valley
15824,Luigi Bosca,Gala 4,Argentina,Mendoza
15825,Maison Angelvin,Heritage,France,Côtes de Provence
15826,Martin Ray,Dark Star Hill,US,Green Valley
15827,McManis,North Forty,US,California
15828,Michael Rose Cellars,Estrella Creek Vineyard,US,Paso Robles
15829,Pieropan,La Rocca,Italy,Soave Classico
15830,Raphael,First Label,US,North Fork of Long I
15831,Saintsbury,Sangiacomo Green Acres Heritage Blo,US,Carneros
15832,Schug,Schug Estate,US,Carneros
15833,Scott Family,Dijon Clone,US,Arroyo Seco
15834,Apsara,Kenefick Ranch,US,Napa Valley
15835,Betz Family,Père de Famille,US,Columbia Valley (WA)
15836,Bonterra,The Butler,US,Mendocino County
15837,Byington,Smith Vineyards,US,Dry Creek Valley
15838,Château Vignelaure,La Source,France,Coteaux d'Aix-en-Pro
15839,Clif Family,Rosé of,US,Mendocino
15840,Di Arie,Estate Grown & Bottled,US,El Dorado
15841,Domaine Carneros,Hyde Vineyard,US,Carneros
15842,Domaines Ott,Château de Selle,France,Côtes de Provence
15843,O•S Winery,Sonas,US,Yakima Valley
15844,Fielding Hills,Tribute RiverBend Vineyard,US,Wahluke Slope
15845,Dusted Valley,Stone Tree Vineyard,US,Wahluke Slope
15846,Gamache,Nicolas Reserve,US,Columbia Valley (WA)
15847,Marchesi di Barolo,Sarmassa,Italy,Barolo
15848,Vignobles 46N118,Noir 46,France,Cahors
15849,Château de Lisennes,Cuvée Tradition,France,Bordeaux Supérieur
15850,Château de Parenchère,Cuvée Raphaël,France,Bordeaux Supérieur
15851,Maipe,Andean Culture,Argentina,Mendoza
15852,Rioja Vega,Reserva,Spain,Rioja
15853,Anthropology,Pure Estate,Australia,Central Ranges
15854,Bodegas Breton,Loriñon Crianza,Spain,Rioja
15855,Domaine Guillot-Broux,Beaumont,France,Mâcon-Cruzille
15856,Yorkville Cellars,Rennie Vineyard,US,Yorkville Highlands
15857,Sur de los Andes,Reserva,Argentina,Mendoza
15858,D'Arenberg,The Broken Fishplate,Australia,Adelaide Hills
15859,Adelsheim,Ribbon Springs Vineyard,US,Ribbon Ridge
15860,Amity,Crannell Single Vineyard,US,Willamette Valley
15861,Clos Troteligotte,K-Or,France,Cahors
15862,Blakeslee,Estate,US,Willamette Valley
15863,Blakeslee,Estate,US,Willamette Valley
15864,Clos des Terrasses,Cuvée le Clos,France,Côtes de Bergerac
15865,Domaine du Prince,Lou Prince,France,Cahors
15866,Ayala,Rosé Majeur Brut,France,Champagne
15867,Drappier,Quattuor Blanc de Quatre Blancs Bru,France,Champagne
15868,Viento,Cuvée Tuition,US,Columbia Valley (WA)
15869,G. H. Mumm,Cordon Rouge,France,Champagne
15870,Charles Orban,Blanc de Noirs Brut,France,Champagne
15871,D'Arenberg,The Love Grass,Australia,McLaren Vale
15872,J. Dumangin Fils,Vintage Premier Cru Brut,France,Champagne
15873,La Cave des Vignerons de Pfaffenheim,Tradition,France,Alsace
15874,Lava Cap,Estate Bottled,US,El Dorado
15875,Losada,El Pájaro Rojo,Spain,Bierzo
15876,Mastroberardino,More Maiorum,Italy,Fiano di Avellino
15877,Patria,Femina,Italy,Etna
15878,Robert Karcher et Fils,Harth,France,Alsace
15879,Roger et Didier Raimbault,Les Belles Côtes,France,Sancerre
15880,Ignacio Marín,Marín Old Vine,Spain,Cariñena
15881,Aver Family Vineyards,Hope,US,Santa Clara County
15882,Bodegas Tobía,Selección Crianza,Spain,Rioja
15883,Caves de Rauzan,Augey,France,Bordeaux Rosé
15884,Ribbon Cliff,Estate Reserve Blend,US,Columbia Valley (WA)
15885,Falkner,Amante,US,Temecula Valley
15886,Gloria Ferrer,Estate Grown,US,Carneros
15887,Cloudlift Cellars,Panorama,US,Columbia Valley (WA)
15888,Demetria,Le Belier,US,Santa Ynez Valley
15889,Failla,Whistler Vineyard,US,Sonoma Coast
15890,àMaurice,Night Owl,US,Walla Walla Valley (
15891,Canneto,Riserva,Italy,Vino Nobile di Monte
15892,Castello di Radda,Gran Selezione,Italy,Chianti Classico
15893,Cellars 33,Katie's Cuvée,US,Russian River Valley
15894,Inman Family,Endless Crush OGV Estate Rosé of,US,Russian River Valley
15895,J. Bookwalter,Conflict Conner-Lee Vineyard,US,Columbia Valley (WA)
15896,J Vineyards & Winery,Strata,US,Russian River Valley
15897,Merry Edwards,Meredith Estate,US,Russian River Valley
15898,Orfila,Element 119,US,Arroyo Grande Valley
15899,Palmina,Larner Vineyard,US,Santa Ynez Valley
15900,Paul Mathew,Horseshoe Bend Vineyard,US,Russian River Valley
15901,Roche de Bellene,Vieilles Vignes,France,Gevrey-Chambertin
15902,Sanford,La Rinconada Vineyard,US,Sta. Rita Hills
15903,Sleight of Hand,Levitation,US,Columbia Valley (WA)
15904,Mettler Family Vineyards,Epicenter Old Vines,US,Lodi
15905,Michel-Schlumberger,La Brume,US,Dry Creek Valley
15906,Ousterhout,Redwood Ranch,US,Alexander Valley
15907,Palacios Remondo,Propiedad,Spain,Rioja
15908,Rideau,Reserve Estate,US,Santa Ynez Valley
15909,Schug,Heritage Reserve,US,Sonoma Valley
15910,Selvanova,Hero,Italy,Terre del Volturno
15911,Tasca d'Almerita,Regaleali,Italy,Sicilia
15912,Tenuta di Castellaro,Nero Ossidiana,Italy,Sicilia
15913,Terre del Principe,Castello delle Femmine,Italy,Terre del Volturno
15914,Terre di Giurfo,Kuntari,Italy,Sicilia
15915,Damiani,Sunrise Hill Vineyard,US,Finger Lakes
15916,Domaine Alain Jeanniard,En Combe Roy,France,Fixin
15917,Domaine André Bonhomme,Cuvée Spéciale,France,Viré-Clessé
15918,Domaine Chanson,Hauts Marconnets Premier Cru,France,Savigny-lès-Beaune
15919,Domaine Dominique Gruhier,Côte de Grisey Cuvée Juliette,France,Bourgogne Epineuil
15920,Domaine du Prieuré,Moutier Amet,France,Savigny-lès-Beaune
15921,Domaine Faiveley,Les Villeranges,France,Rully
15922,Domaine Pouillon,McDuffee Vineyards,US,Columbia Gorge (WA)
15923,Dry Creek Vineyard,Foggy Oaks,US,Russian River Valley
15924,Louis Roederer,Vintage Brut,France,Champagne
15925,Billecart-Salmon,Cuvée Nicolas François Billecart Br,France,Champagne
15926,Louis Roederer,Cristal Brut Rosé,France,Champagne
15927,Ruinart,Dom Ruinart Brut,France,Champagne
15928,Deutz,Cuvée William Deutz,France,Champagne
15929,Louis Roederer,Blanc de Blancs Brut,France,Champagne
15930,Perrier Jouët,Belle Epoque Brut,France,Champagne
15931,Billecart-Salmon,Brut Sous Bois,France,Champagne
15932,Trisaetum,Estates Reserve,US,Willamette Valley
15933,Louis Roederer,Cristal Brut,France,Champagne
15934,Ruinart,Dom Ruinart Brut Rosé,France,Champagne
15935,Billecart-Salmon,Blanc de Blancs Brut,France,Champagne
15936,Lanson,Extra Age Brut,France,Champagne
15937,Pascal Bouchard,Blanchot Grand Cru,France,Chablis
15938,Billecart-Salmon,Brut Rosé,France,Champagne
15939,Tenuta Monteti,Caburnio,Italy,Toscana
15940,Tenuta San Guido,Guidalberto,Italy,Toscana
15941,Marchesi de' Frescobaldi,Mormoreto,Italy,Toscana
15942,Phillips Hill,Cerise Vineyard,US,Anderson Valley
15943,Ibarra,La Presa Vineyards,US,Santa Ynez Valley
15944,Joan D'Anguera,Bugader,Spain,Montsant
15945,Le Macchiole,Paleo Rosso,Italy,Toscana
15946,Clos Troteligotte,K-Or,France,Cahors
15947,Domaine Rotier,Renaissance,France,Gaillac
15948,Justin,Isosceles,US,Paso Robles
15949,Leoness,Fitzpatrick Vineyard,US,Temecula Valley
15950,Mas de Libian,Khayyâm,France,Côtes du Rhône
15951,Renwood,Grandpere Special Reserve,US,Amador County
15952,Renwood,Merida Del Part Vineyard,US,Amador County
15953,Riverbench,Cork Jumper Blanc de Blancs,US,Santa Maria Valley
15954,Storm,Presqu'ile Vineyard,US,Santa Maria Valley
15955,Volpaia,Balifico,Italy,Toscana
15956,Archery Summit,Red Hills Estate,US,Dundee Hills
15957,Blakeslee,Estate Reserve,US,Chehalem Mountains
15958,Flora Springs,Rennie Reserve,US,St. Helena
15959,II Moons,Aporia,US,Paso Robles
15960,Ca' del Bosco,Vintage Collection Dosage Zero Noir,Italy,Franciacorta
15961,Château la Rose Bellevue,Prestige,France,Premieres Côtes de B
15962,Château Patache d'Aux,Cuvée Flora,France,Médoc
15963,Le Macchiole,Rosso,Italy,Bolgheri
15964,Mercer,Reserve,US,Columbia Valley (WA)
15965,Tenuta San Guido,Le Difese,Italy,Toscana
15966,Burnt Bridge,Les Collines Vineyard,US,Walla Walla Valley (
15967,Ca' Marcanda,Promis,Italy,Toscana
15968,Cave des Vignerons de Buxy,Clos de Montrachet,France,Mâcon-Villages
15969,Domaine L. Chatelain,Fourchaume Premier Cru,France,Chablis
15970,McPherson,Les Copains Dry,US,Texas
15971,Negro Giuseppe,Pian Cavallo,Italy,Barbaresco
15972,Prinsi,Gallina,Italy,Barbaresco
15973,Quady North,Steelhead Run Vineyard,US,Applegate Valley
15974,Rock Wall,Harris Kratka Vineyard,US,Alexander Valley
15975,Lovingston,Josie's Knoll,US,Monticello
15976,Maison L'Envoyé,Two Messengers,US,Willamette Valley
15977,Marcel Couturier,La Cour des Bois,France,Saint-Véran
15978,Vins Auvigue,Chênes,France,Saint-Véran
15979,Walnut City WineWorks,Reserve,US,Willamette Valley
15980,Sobon Estate,Rocky Top,US,Amador County
15981,Tenuta Rocca,del Comune di Serralunga,Italy,Barolo
15982,Tenute Cisa Asinari dei Marchesi di Gresy,Martinenga,Italy,Barbaresco
15983,TintoNegro,Limestone Block,Argentina,Mendoza
15984,Troon,Longue Carabine,US,Applegate Valley
15985,Hawks View,Cellar Series Hawks View Vineyard,US,Chehalem Mountains
15986,Jacob's Creek,Two Lands,Australia,Australia
15987,Helix by Reininger,Pomatia,US,Columbia Valley (WA)
15988,Phelps Creek,Celilo Vineyard,US,Columbia Gorge (OR)
15989,Stemilt Creek,Stemilt Hill Red Wine,US,Washington
15990,Jean-Luc Colombo,Rosé de Côte Bleue,France,Coteaux d'Aix-en-Pro
15991,Château Routas,Cyrano,France,Vin de Pays Var
15992,Château Routas,Coquelicot,France,Vin de Pays Var
15993,Bedell,Reserve,US,North Fork of Long I
15994,Acacia,Thornton Vineyard,US,Sonoma Coast
15995,Bolla,Tufaie,Italy,Soave Classico Super
15996,Bonnet-Huteau,La Levraudière Sur Lie,France,Muscadet Sèvre et Ma
15997,Ca' Rugate,Monte Alto,Italy,Soave Classico
15998,Caldaro,Pfarrhof Lago di Caldaro Classico S,Italy,Alto Adige
15999,Caldaro,Solos,Italy,Alto Adige
16000,Celler Piñol,Mather Teresina,Spain,Terra Alta
16001,Cliffhanger,Estate Grown,Italy,Trentino
16002,Dierberg,Star Lane Vineyard,US,Happy Canyon of Sant
16003,Enate,Reserva,Spain,Somontano
16004,Jordi Miró,Ennak+,Spain,Terra Alta
16005,Librandi,Efeso,Italy,Val di Neto
16006,Markham,Estate Grown,US,Napa Valley
16007,Mastroberardino,Radici,Italy,Fiano di Avellino
16008,Michel Redde et Fils,Les Tuilières,France,Sancerre
16009,Dominio de Eguren,Protocolo,Spain,Vino de la Tierra de
16010,Rex Hill,Reserve,US,Willamette Valley
16011,Torii Mor,La Colina Vineyard,US,Dundee Hills
16012,Protos,Reserva,Spain,Ribera del Duero
16013,R Wines,Boarding Pass,Australia,South Australia
16014,Anglim,Hastings Ranch Vineyard,US,Paso Robles
16015,Bridlewood,Reserve,US,Santa Lucia Highland
16016,Château Barbanau,L'Instant,France,Côtes de Provence
16017,Château Barbebelle,Cuvée Madeleine,France,Coteaux d'Aix-en-Pro
16018,Château Castel des Maures,Cuvée Jeanne,France,Côtes de Provence
16019,Domaine Gérard Neumeyer,les Hospices,France,Alsace
16020,Dry Creek Vineyard,Endeavour,US,Dry Creek Valley
16021,Emile Beyer,Tradition,France,Alsace
16022,Fess Parker,Marcella's,US,Santa Barbara County
16023,Gracianna,Bacigalupi Vineyard,US,Russian River Valley
16024,J. Rickards,Croft Vineyard,US,Alexander Valley
16025,Mercer,Reserve,US,Horse Heaven Hills
16026,Chateau Ste. Michelle,Horse Heaven Vineyard,US,Horse Heaven Hills
16027,Columbia Crest,Reserve,US,Columbia Valley (WA)
16028,Columbia Winery,Limited Release Grenache,US,Horse Heaven Hills
16029,Convergence Zone,Black Cloud,US,Red Mountain
16030,Parducci,Isabella,US,Mendocino
16031,Proulx,Willow Creek Farm Rose of,US,Paso Robles
16032,Three of Cups,Le Chariot,US,Red Mountain
16033,Les Vins Bréban,Domaine de la Chapelle Saint Victor,France,Coteaux d'Aix-en-Pro
16034,Lionel Osmin & Cie,La Réserve,France,Vin de France
16035,Marotti Campi,Albiano,Italy,Verdicchio dei Caste
16036,Merriam,Danielle Vineyard Estate,US,Russian River Valley
16037,Naggiar,Vino Bianco,US,Sierra Foothills
16038,Ninety+,Old Vine Lot 23,Argentina,Mendoza
16039,Passaggio,Unoaked,US,California
16040,Príncipe de Viana,Garnacha,Spain,Navarra
16041,Rally Point Wines,Limited Production,US,Sonoma Valley
16042,Ravoire et Fils,Domaine Fontanyl,France,Côtes de Provence
16043,Saget la Perrière,La Petite Perrière,France,Vin de France
16044,Thousand Islands Winery,Saint Lawrence,US,New York
16045,Chime,Schatz Family Vineyard,US,California
16046,Confidence,The Secret,France,Vin de France
16047,Fritz,Estate Grown,US,Dry Creek Valley
16048,Lamadrid,Single Vineyard Reserva,Argentina,Agrelo
16049,Tug Hill,Marquette,US,New York
16050,Viñedos de Paganos,El Puntido,Spain,Rioja
16051,Finca Allende,Aurus,Spain,Rioja
16052,Caves du Val de Loire,Jovly,France,Vouvray
16053,L. Tramier & Fils,Roncier,France,Vin de France
16054,Prada A Tope,Palacio de Canedo Maceración Ecológ,Spain,Bierzo
16055,Spiriterra,Estate Muscadine,US,Napa Valley
16056,VGS Chateau Potelle,Riviera,US,Sonoma County
16057,Carol Shelton,King Ridge Vineyard Reserve,US,Sonoma Coast
16058,Weibel Family,Almond Demi-Sec,US,California
16059,Michel Torino,Coleccion,Argentina,Calchaquí Valley
16060,L. Tramier & Fils,Collection,France,Mâcon-Villages
16061,Quara,Special Selection,Argentina,Cafayate
16062,Antonio Gonzalez,Galan Reserva,Argentina,Mendoza
16063,Bougrier,Gamay-Grolleau,France,Rosé d'Anjou
16064,Haarth,Made With Organic Grapes,Argentina,Argentina
16065,Krug,Brut,France,Champagne
